date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:24:29	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:25%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=class-a-uniforms	oakleafscouts.com/wp-json/tribe/events/v1/events/index9d75.html	(from http://oakleafscouts.com/tag/class-a-uniforms/)
14:24:29	7587/7587	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/class-a-uniforms/feed/	oakleafscouts.com/tag/class-a-uniforms/feed/index.html	(from http://oakleafscouts.com/tag/class-a-uniforms/)
14:24:30	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:27%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=den	oakleafscouts.com/wp-json/tribe/events/v1/events/indexb668.html	(from http://oakleafscouts.com/tag/den/)
14:24:31	7572/7572	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/den-meeting/feed/	oakleafscouts.com/tag/den-meeting/feed/index.html	(from http://oakleafscouts.com/tag/den-meeting/)
14:24:32	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:29%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=den-meeting	oakleafscouts.com/wp-json/tribe/events/v1/events/index8ee0.html	(from http://oakleafscouts.com/tag/den-meeting/)
14:24:32	7557/7557	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/donate/feed/	oakleafscouts.com/tag/donate/feed/index.html	(from http://oakleafscouts.com/tag/donate/)
14:24:32	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:31%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=donate	oakleafscouts.com/wp-json/tribe/events/v1/events/index9bb6.html	(from http://oakleafscouts.com/tag/donate/)
14:24:33	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Sep%202020%2018:24:32%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/%22http://oakleafscouts.com/events/%22>Upcoming	oakleafscouts.com/events/category/den-meeting/list/_http_/oakleafscouts.com/events/__Upcoming	(from http://oakleafscouts.com/events/category/den-meeting/list/)
14:24:34	7566/7566	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/ice-cream/feed/	oakleafscouts.com/tag/ice-cream/feed/index.html	(from http://oakleafscouts.com/tag/ice-cream/)
14:24:34	7584/7584	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/donate-uniforms/feed/	oakleafscouts.com/tag/donate-uniforms/feed/index.html	(from http://oakleafscouts.com/tag/donate-uniforms/)
14:24:34	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:33%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=donate-uniforms	oakleafscouts.com/wp-json/tribe/events/v1/events/index7021.html	(from http://oakleafscouts.com/tag/donate-uniforms/)
14:24:38	93815/93815	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:24:34%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/%22http:/oakleafscouts.com/events/%22Upcoming	oakleafscouts.com/events/category/den-meeting/list/_http_/oakleafscouts.com/events/_Upcoming	(from http://oakleafscouts.com/events/category/den-meeting/list/)
14:24:38	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:35%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=uniform	oakleafscouts.com/wp-json/tribe/events/v1/events/index72a6.html	(from http://oakleafscouts.com/tag/uniform/)
14:24:38	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:35%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=ice-cream	oakleafscouts.com/wp-json/tribe/events/v1/events/indexc53a.html	(from http://oakleafscouts.com/tag/ice-cream/)
14:24:40	7560/7560	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/uniform/feed/	oakleafscouts.com/tag/uniform/feed/index.html	(from http://oakleafscouts.com/tag/uniform/)
14:24:40	7563/7563	---MC-	200	added ('OK')	application/rss+xml	etag:%2221b619639ef5b762190ab5b55729a6c1%22	http://oakleafscouts.com/tag/uniforms/feed/	oakleafscouts.com/tag/uniforms/feed/index.html	(from http://oakleafscouts.com/tag/uniforms/)
14:24:40	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2029%20Sep%202020%2018:24:39%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/%22http://oakleafscouts.com/events/%22>Past	oakleafscouts.com/events/category/den-meeting/list/_http_/oakleafscouts.com/events/__Past	(from http://oakleafscouts.com/events/category/den-meeting/list/?tribe_event_display=past&tribe_paged=1)
14:24:41	211/211	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2018:24:39%20GMT	http://oakleafscouts.com/wp-json/tribe/events/v1/events/?tags=uniforms	oakleafscouts.com/wp-json/tribe/events/v1/events/index4158.html	(from http://oakleafscouts.com/tag/uniforms/)
14:24:46	93799/93799	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2029%20Sep%202020%2018:24:40%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/%22http:/oakleafscouts.com/events/%22Past	oakleafscouts.com/events/category/den-meeting/list/_http_/oakleafscouts.com/events/_Past	(from http://oakleafscouts.com/events/category/den-meeting/list/?tribe_event_display=past&tribe_paged=1)
14:24:50	99176/99176	---MCZ	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2018:24:46%20GMT	http://oakleafscouts.com/events/category/den-meeting/list/?tribe_event_display=past	oakleafscouts.com/events/category/den-meeting/list/indexc64d.html	(from http://oakleafscouts.com/events/category/den-meeting/list/?tribe_event_display=past&tribe_paged=1)
